-6°F Out... Now They Both Don't Have Heat	False
"#DEX to make 10x, INVEST $100 AND RECEIVE $1000 Biswap, PancakeSwap, Position and more..."	False
"#PIONEX ARBITRAGE BOTS I""VE TRIED FOR 365DAYS HERES THE RESULTS!!!"	True
"$1,000,000 using the Ethereum trading bot! You can too!"	True
"$1,000,000 using the Ethereum trading bot! You can too!"	True
"$20,000 in ETH What We Buying? • Shill me 100X CRYPTO | Yon World Live"	False
"$3,200 on Ethereum Network on Flash Loan Arbitrage Attack | New Flash Contract Code on Description"	True
"(SOLVED) ""Error cannot estimate gas; transaction may fail or may require"""	False
"3 Binance Smart Chain Tokens With 10X Gains | PancakeSwap, Venus Protocol, BakerySwap & Binance Coin"	False
":fire:""Huge Opportunity for Crypto.."" PULSECHAIN RICHARD HEART & DAVINCI JEREMIE Interview | CRYPTOPRNR"	False
":high voltage:IMPORTANT! PANCAKESWAP must face its biggest challenge, Uniswap. Passive income at APTOS"	False
":red circle:COME EFFETTUARE UNA COMPRA-VENDITA SU UNISWAP, ACQUISTO-VENDITA DI CRIPTO"	False
":red circle:LIVE: New Ethereum All Time High, Uniswap $100B, NFTs Going Nuts!"	False
":rocket: Top7 crypto airdrop the ""ARBITRUM""| Free claim 500$ :rocket: LINK IN COMMENTS"	False
"A HUGE PUMP FOR SUSHI  IS ON THE WAY - SUSHISWAP PRICE PREDICTION 2023, 2024, 2025"	False
"ALTCOINs We ""Yearn"" For!? Two Coins Ready to MOON!!!"	False
"AMAZING!! ""NO CODE"" FREE FLASH LOAN ARBITRAGE BOT."	True
"AMAZING!! ""NO CODE"" FREE FLASH LOAN ARBITRAGE BOT."	True
"ANALISE BITCOIN & ETHEREUM - CORRELAÇÃO BTC, OURO E SP500 - SUSHISWAP VS UNISWAP - UMA + REN - 10/09"	False
"ARBITRUM ONE TUTORIAL COMPLETO! - Usar Bridge, Uniswap, Sushiswap, POSIBLE MEGA-AIRDROP!"	False
"Amzdoge unlimited arbitrage, make 20usdt daily on amzdoge crypto arbitrage bot ? - Amzdoge review"	False
"Arbitrage bot on Polygon (MATIC) makes 218 ETH (or $828,000) in profits | bitcoin news | crypto news"	True
"Arbitrage bot on Polygon (MATIC) makes 218 ETH (or $828,000) in profits | bitcoin news | crypto news"	True
