-6°F Out... Now They Both Don't Have Heat	False
"#PIONEX ARBITRAGE BOTS I""VE TRIED FOR 365DAYS HERES THE RESULTS!!!"	True
"#PIONEX ARBITRAGE BOTS I""VE TRIED FOR 365DAYS HERES THE RESULTS!!!"	True
"$1,000,000 using the Ethereum trading bot! You can too!"	True
"$3,200 on Ethereum Network on Flash Loan Arbitrage Attack | New Flash Contract Code on Description"	True
"$3,200 on Ethereum Network on Flash Loan Arbitrage Attack | New Flash Contract Code on Description"	True
"(SOLVED) ""Error cannot estimate gas; transaction may fail or may require"""	False
"3 Binance Smart Chain Tokens With 10X Gains | PancakeSwap, Venus Protocol, BakerySwap & Binance Coin"	False
":red circle:LIVE: New Ethereum All Time High, Uniswap $100B, NFTs Going Nuts!"	False
":rocket: Top7 crypto airdrop the ""ARBITRUM""| Free claim 500$ :rocket: LINK IN COMMENTS"	False
"A HUGE PUMP FOR SUSHI  IS ON THE WAY - SUSHISWAP PRICE PREDICTION 2023, 2024, 2025"	False
"ALTCOINs We ""Yearn"" For!? Two Coins Ready to MOON!!!"	False
"AMAZING!! ""NO CODE"" FREE FLASH LOAN ARBITRAGE BOT."	True
"AMAZING!! ""NO CODE"" FREE FLASH LOAN ARBITRAGE BOT."	True
"ANALISE BITCOIN & ETHEREUM - CORRELAÇÃO BTC, OURO E SP500 - SUSHISWAP VS UNISWAP - UMA + REN - 10/09"	False
"ARBITRUM ONE TUTORIAL COMPLETO! - Usar Bridge, Uniswap, Sushiswap, POSIBLE MEGA-AIRDROP!"	False
"Arbitrage bot on Polygon (MATIC) makes 218 ETH (or $828,000) in profits | bitcoin news | crypto news"	True
"Arbitrage bot on Polygon (MATIC) makes 218 ETH (or $828,000) in profits | bitcoin news | crypto news"	True
"Around The Block - What’s a ""Vampire Attack"" in Crypto?"	False
"B #HOW TO EARN $1,000,000  BY  2022 METHOD ON FLASHLOANS ARBITRAGE…"	True
"BITOFI - Best of the Best in High Yield Platforms, Abystex -Make up to 1.47% Daily till Pancake Swap"	False
"Big update Feminist wallet,F token listed pancakeswap,daily =128 F token,best online income app 2023"	False
"Binance Trading Bot, Free Trading Bot 2022"	True
"Binance Trading Bot, Free Trading Bot 2022"	True
"Bit DAO IDO on Sushi swap MISO, 100x Potential IDO"	False
"Bitcoin 24,000 buy & How to Invest $1000 in Cryptocurrency in 2023 to Become A Millionaire"	False
"Build, Test and Deploy a Yield Farming Strategy  for wBTC using AAVE and Uniswap - Badger DAO"	False
"CRYPTOCURRENCY NEWS: With Pancakeswap CAKE, Oryen ORY, and Binance Coin BNB, you may generate..."	False
"Citation X Approach, Landing and Shutdown Tutorial – X-Plane 12"	False
"Claim FREE 100,000 LUNA :money bag: in Your Wallet Now | FREE LUNA"	False
"CoinMarketCap Learn about SushiSwap to Earn $50,000 SUSHI Tokens, Quiz Answers"	False
"Cryptocurrency arbitrage, I bought etherium cheaper than on binance#shorts #crypto #arbitrage"	False
"DON'T STAND IN THE AP GANGPLANK ULT, OR YOU'LL GET BLASTED! (AIRSTRIKE GANGPLANK)"	False
"DON'T STAND IN THE FULL AP EZREAL ULT, OR YOU'LL GET ONE SHOT! (HUGE ULTS)"	False
"Day 6: Clustering all USDC pairs in Uniswap V2 by Usage, MEV, and Routing"	False
"DeFi ""Degens"" PUMP Hotdog token | SushiSwap takes on Uniswap | MINING PROFITS UP BIG!"	False
"DeFi Lunch (Ep 208) - Oct. 4, 2022 - jared grey SushiSwap Chef / Mining Argentina / Daily EVM tx"	False
"Deposit 3,000 baht at pancakeswap, how much money do you get in 1 year?"	False
"Diamond 1 Start | TOP LANE GOD | Illaoi, Darius, Yorick, Urgot, Shen champs"	False
"Do you want $5,000 worth of $SHIB?"	False
"ETHEREUM CLASSIC, UNISWAP PRICE PREDICTION 2022 | PRICE UPDATE | NEWS AND UPDATE"	False
"ETHEREUM to $10,000!! It's all a GAME! We are just PLAYERS!"	False
"Earn $1,000+/DAY With a Slippage Bot (Easy ETH Arbitrage MEV Bot Tutorial For Uniswap) (2023)"	True
"Earn 14 BNB ($7,126) using PancakeSwap BNB Flash Loan Arbitrage Tutorial New Contract Code"	True
"Earn AVAX Flash Loan Attack Trick On Metamask Works Perfectly, Try With 13 Avax"	True
"Earn AVAX Flash Loan Attack Trick On Metamask Works Perfectly, Try With 13 Avax"	True
"Earn free BNB in just 5 minutes | Up to 20 BNB daily, BNB Flash loan attack | New: April 2022"	True
"Earn free BNB in just 5 minutes | Up to 20 BNB daily, BNB Flash loan attack | New: April 2022"	True
"Earn on crypto arbitrage right now, 10% for 10 minutes | 1BNB FOR 10 minutes"	True
"Easy way to use Pancakeswap front run bot, anyone can do it."	True
"Easy way to use Pancakeswap front run bot, anyone can do it."	True
"Ethereum Megabot, 10 ETH em 1 minuto uniswap sniper bot"	True
"Ethereum Megabot, 10 ETH em 1 minuto uniswap sniper bot"	True
"Everstake i Aaptos, Bug Bounty na Transit Finance | EN subtitles | Crypto Announcement [#178]"	False
"Explain the options platform Dopex in detail, and teach you how to use Plutus to increase your pledge income!"	False
"FREE Honeypot Scam Contract, Approval Block, Poocoin ENABLED - BNB, ETH, AVAX"	True
"FREE Honeypot Scam Contract, Approval Block, Poocoin ENABLED - BNB, ETH, AVAX"	True
"Forget the Crash, Crypto Is The Future - Cathie Wood And Brian Armstrong,"	False
"Free Trial | Crypto trading bot (Metamask, Pancakeswap, Uniswap) 2022 :fire:"	True
"Free Trial | Crypto trading bot (Metamask, Pancakeswap, Uniswap) 2022 :fire:"	True
"Front Running Bot for PancakeSwap, Free Contract + How To Trading Bot Latest Update - Profit 10x"	True
"Front Running Bot for PancakeSwap, Free Contract + How To Trading Bot Latest Update - Profit 10x"	True
"GET Free 1000 BNB/ETH | Uniswap, Pancakeswap & Sushiswap Flashloan Arbitrage"	True
"GET Free 1000 BNB/ETH | Uniswap, Pancakeswap & Sushiswap Flashloan Arbitrage"	True
"HOW TO BUY SAITAMA Tokens On UNISWAP, SUSHISWAP, And SHIBASWAP (November 2021)"	False
"Hello, I'm here 921""	False
"How I Got 32,800 Uniswap into Trust Wallet Instantly"	False
"How I Made $1,000 in 24 HOURS With A ChatGPT Arbitrage Bot - EASY 2023"	True
"How I Made $1,000 in 24 HOURS With A ChatGPT Arbitrage Bot - EASY 2023"	True
"How I Made $10,800 in 2 Weeks with ChatGPT"	True
"How I Made $10,800 in 2 Weeks with ChatGPT"	True
"How I Make 4 ETH in 1 Minute - Uniswap, Try with 0.05 ETH [ACTUALLY WORKING] 2022.."	True
"How I Make 4 ETH in 1 Minute - Uniswap, Try with 0.05 ETH [ACTUALLY WORKING] 2022.."	True
"How To Minimize Slippage Tolerance Of Pancakeswap ,Lowest PancakeSwap Slippage Tolerance? #Shorts"	False
"How To Swap or Withdraw METAWAR into ETH. Sell Metawar Token in Trustwallet, Metamask or any Wallet"	False
"How do LIQUIDITY POOLS work? (Uniswap, Sushiswap, Pancakeswap) | Cryptocurrency Guide"	False
"How to  make $1,000+/DAY using a Uniswap Ethereum MEV Bot | May 2023 (UPDATED) #ethereum"	True
"How to  make $1,000+/DAY using a Uniswap Ethereum MEV Bot | May 2023 (UPDATED) #ethereum"	True
"How to Buy, Sell or Swap any Token on Trust Wallet using POOCOIN.APP"	False
"How to Earn  $16,000,000 on Binance Flash Loan using…"	True
"How to Make $1,000  DAY With an Ethereum MEV Bot   Easy Tutorial Step by Step"	True
"How to Make $1,000+ DAY With an Ethereum MEV Bot - Easy Tutorial Step by Step"	True
"How to Make $1,000+ DAY With an Ethereum MEV Bot - Easy Tutorial Step by Step"	True
"How to Make $1,000+/DAY With an Ethereum Uniswap Arbitrage MEV Bot - Easy Tutorial"	True
"How to Make $1,000+/DAY With an Ethereum Uniswap Arbitrage MEV Bot - Easy Tutorial"	True
"How to Make $1,000+/DAY using a Uniswap Ethereum MEV Bot | May 2023 (UPDATED) #ethereum"	True
"How to Make $1,000+/DAY using a Uniswap Ethereum MEV Bot | May 2023 (UPDATED) #ethereum"	True
"How to Sell METAWAR airdrop tokens in Trustwallet, Coinbase, Metamask or any wallet! Swap MetaWar!"	False
"How to Swap Minereum BSC (MNEB) to BNB, Ethereum or USDT. How to Sell MNEB Token.  #Minereum #mneb"	False
"How to buy the $WSI token in the Public Sale from 1 Dec 2022, 8pm (CET). #pancakeswap #wesendit"	False
"How to get $1,000+/DAY With a SLIPPAGE Bot (Easy ETH Arbitrage MEV Bot Tutorial with Uniswap) (2023)"	True
"How to get $1,000+/DAY With a SLIPPAGE Bot (Easy ETH Arbitrage MEV Bot Tutorial with Uniswap) (2023)"	True
"How to make $1,000+/DAY passive income with Uniswap & Ethereum - Full Tutorial"	True
"How to make $1,000+/DAY passive income with Uniswap & Ethereum - Full Tutorial"	True
"How to turn on Expert Mode, disable Multihops in SushiSwap?"	False
"How to use PANCAKESWAP with TRUST Wallet to BUY Catecoin, Safemoon Etc | Dapp Tutorial"	False
"Huge Cryptocurrency Surge Coming!! Stimulus Checks, Uniswap V3, JPMorgan"	False
"Hurry!r daily earnings with Avax Flash Loan Secret in Arbitrage might range from $500 to $20,000."	True
"IMPORTANT MESSAGE TO THE INVESTORS THAT HATE SHIBARIUM!!! (BONE TOKEN, $LEASH, $SHIB)"	False
"If you had bought this UNISWAP for $100 a few years ago, this is how much you would have today."	False
"Incredible LUNC, Ripple (XRP) and Shiba Forecast: Coming to These Prices! Cryptocurrency news last minute"	False
"Interview /w KG - HEX, PulseChain, Internet Money, BUIDL IN CRYPTO BEAR MARKET"	False
"Is Binance In TROUBLE? - USDD Depegs, KuCoin, UNISwap & More - Crypto News Today"	False
"Jacob Gadikian: Cosmos Core Developer About Running a Validator, Cosmos Hub ATOM, Juno & More!"	False
"Jam Session #3: Synthetic Tokens with Kain Warwick, Do Kwon and Hart Lambur"	False
"Just lost $15,865 with Wonderland (TIME): Too good to be true??"	False
"LIVE: Fortnite No Build, The Bot Slayer! (Last Stream of 2022!)"	False
"Let's Talk Litecoin! Is The Halving Bullish? Chart Structure, Trade Idea, Entries and Targets!"	False
"Lets Play! Pulsechain Testnet 2: Faucet, Uniswap V2, Stake Validators, Pulsechain Bridge, Stake Hex!""	False
"Live CRYPTO Chat, Bitcoin, ETH, Altcoins."	False
"MEV Part 1: Front Running, Back Running & Sandwich Trading"	False
"Make $100,000 In 30 Days Challenge With UniSwap - The Graph - Band Protocol ( UPDATE Day 10 )"	False
"Make $100,000 In 30 Days Challenge With UniSwap - The Graph - Band Protocol ( UPDATE Day 14 )"	False
"Make $100,000 In 30 Days Challenge With UniSwap - The Graph - Band Protocol ( UPDATE Day 18 )"	False
"Make 100k+ on Buying U.S dollar from Amazon at Bank Rate, Amazon KDP."	False
"Make a ""Triangular arbitrage"" crypto trading bot"	False
"Maker Dao, Aave, Uniswap & DeFi Protocols Review (ft. @Caio Investe ) | Casual Crypto"	False
"Metamask Trading Bot   Pancakeswap, Poocoin Auto Trading   FREE BOT + TUTORIAL"	True
"Metamask Trading Bot   Pancakeswap, Poocoin Auto Trading   FREE BOT + TUTORIAL"	True
